case_id,customer_id,order_id,category,priority,created_date,resolved_date,resolution_hours,sla_hours,met_sla,status,csat_score
CASE-052066,CUST-030407,ORD-0460370,Product Defect,Medium,2024-09-07,2024-09-08,28.0,48,True,Resolved,5.0
CASE-052074,CUST-023382,ORD-0460814,Product Defect,Medium,2024-09-07,2024-09-07,20.8,48,True,Resolved,5.0
CASE-052079,CUST-020541,ORD-0461177,Product Defect,Low,2024-09-07,2024-09-13,156.6,72,False,Resolved,3.0
CASE-052089,CUST-012612,ORD-0461939,Product Defect,Medium,2024-09-07,2024-09-08,33.0,48,True,Resolved,5.0
CASE-052093,CUST-030280,ORD-0462236,Product Defect,High,2024-09-07,,,24,False,Open,
CASE-052106,CUST-007244,ORD-0463247,Product Defect,Medium,2024-09-07,2024-09-08,46.3,48,True,Resolved,5.0
CASE-052112,CUST-027081,ORD-0463469,Product Defect,Low,2024-09-07,2024-09-10,83.0,72,False,Resolved,4.0
CASE-052121,CUST-022124,ORD-0464412,Product Defect,Urgent,2024-09-07,2024-09-07,4.2,8,True,Resolved,4.0
CASE-052122,CUST-000630,ORD-0464426,Product Defect,High,2024-09-07,2024-09-07,8.3,24,True,Resolved,5.0
CASE-052129,CUST-021838,ORD-0464883,Product Defect,High,2024-09-07,2024-09-07,5.9,24,True,Resolved,5.0
CASE-052133,CUST-031980,ORD-0465286,Product Defect,High,2024-09-07,2024-09-07,20.4,24,True,Resolved,5.0
CASE-052151,CUST-028259,ORD-0466767,Product Defect,High,2024-09-07,2024-09-07,21.1,24,True,Resolved,2.0
CASE-056329,CUST-032802,ORD-0465584,Payment Issue,Medium,2024-09-07,2024-09-09,49.9,48,False,Resolved,2.0
CASE-057824,CUST-006083,,General Inquiry,Medium,2024-09-07,2024-09-08,42.3,48,True,Resolved,4.0
CASE-058316,CUST-013738,,General Inquiry,High,2024-09-07,2024-09-07,3.4,24,True,Resolved,4.0
CASE-058748,CUST-004486,,General Inquiry,Medium,2024-09-07,2024-09-09,65.5,48,False,Resolved,3.0
CASE-059455,CUST-007762,,General Inquiry,Low,2024-09-07,2024-09-11,104.2,72,False,Resolved,3.0
CASE-059687,CUST-000668,,General Inquiry,Low,2024-09-07,,,72,False,Open,
CASE-060276,CUST-000638,,General Inquiry,Medium,2024-09-07,2024-09-08,47.0,48,True,Resolved,5.0
CASE-060310,CUST-025628,,General Inquiry,High,2024-09-07,2024-09-07,10.2,24,True,Resolved,5.0
CASE-060981,CUST-027613,,General Inquiry,Low,2024-09-07,2024-09-07,8.9,72,True,Resolved,4.0
CASE-061046,CUST-002291,,General Inquiry,Low,2024-09-07,2024-09-08,40.1,72,True,Resolved,3.0
CASE-061780,CUST-002803,,General Inquiry,Medium,2024-09-07,2024-09-09,56.3,48,False,Resolved,5.0
CASE-062474,CUST-013299,,General Inquiry,High,2024-09-07,2024-09-07,16.1,24,True,Resolved,5.0
CASE-062567,CUST-034460,,General Inquiry,Low,2024-09-07,2024-09-08,41.4,72,True,Resolved,3.0
CASE-063217,CUST-026684,,General Inquiry,Low,2024-09-07,,,72,False,Open,
CASE-063363,CUST-018460,,General Inquiry,Urgent,2024-09-07,2024-09-07,5.2,8,True,Resolved,5.0
CASE-064114,CUST-017238,,General Inquiry,Medium,2024-09-07,2024-09-07,22.9,48,True,Resolved,5.0
CASE-064789,CUST-013237,,General Inquiry,Low,2024-09-07,2024-09-12,140.6,72,False,Resolved,4.0
CASE-016155,CUST-011515,ORD-0464641,Delivery Issue,Medium,2024-09-08,2024-09-08,2.0,48,True,Resolved,3.0
CASE-016156,CUST-016656,ORD-0464657,Delivery Issue,High,2024-09-08,2024-09-08,21.0,24,True,Resolved,4.0
CASE-016157,CUST-033502,ORD-0464663,Delivery Issue,Medium,2024-09-08,2024-09-10,64.6,48,False,Resolved,3.0
CASE-016160,CUST-016853,ORD-0464707,Delivery Issue,Low,2024-09-08,2024-09-12,103.5,72,False,Resolved,2.0
CASE-016161,CUST-023604,ORD-0464724,Delivery Issue,Low,2024-09-08,2024-09-08,20.7,72,True,Resolved,4.0
CASE-016162,CUST-008659,ORD-0464734,Delivery Issue,High,2024-09-08,2024-09-08,17.7,24,True,Resolved,4.0
CASE-016171,CUST-028545,ORD-0464924,Delivery Issue,Low,2024-09-08,,,72,False,Open,
CASE-016174,CUST-017054,ORD-0465044,Delivery Issue,Low,2024-09-08,2024-09-13,121.8,72,False,Resolved,3.0
CASE-016177,CUST-024381,ORD-0465103,Delivery Issue,Low,2024-09-08,2024-09-09,39.7,72,True,Resolved,3.0
CASE-016178,CUST-004962,ORD-0465106,Delivery Issue,High,2024-09-08,,,24,False,Open,
CASE-016179,CUST-006059,ORD-0465123,Delivery Issue,High,2024-09-08,2024-09-08,7.1,24,True,Resolved,4.0
CASE-016181,CUST-032271,ORD-0465291,Delivery Issue,High,2024-09-08,2024-09-08,6.8,24,True,Resolved,4.0
CASE-016185,CUST-008061,ORD-0465322,Delivery Issue,Low,2024-09-08,2024-09-11,88.3,72,False,Resolved,3.0
CASE-016189,CUST-004393,ORD-0465471,Delivery Issue,Low,2024-09-08,2024-09-10,61.5,72,True,Resolved,3.0
CASE-016194,CUST-011944,ORD-0465604,Delivery Issue,High,2024-09-08,2024-09-09,31.4,24,False,Resolved,4.0
CASE-016195,CUST-025363,ORD-0465628,Delivery Issue,Urgent,2024-09-08,2024-09-08,2.3,8,True,Resolved,5.0
CASE-016198,CUST-005712,ORD-0465763,Delivery Issue,Low,2024-09-08,,,72,False,Open,
CASE-016202,CUST-021931,ORD-0465859,Delivery Issue,Urgent,2024-09-08,2024-09-08,6.4,8,True,Resolved,5.0
CASE-016208,CUST-007063,ORD-0465990,Delivery Issue,Medium,2024-09-08,2024-09-08,14.6,48,True,Resolved,4.0
CASE-016215,CUST-022581,ORD-0466294,Delivery Issue,High,2024-09-08,2024-09-08,17.9,24,True,Resolved,5.0
CASE-016216,CUST-025247,ORD-0466329,Delivery Issue,Low,2024-09-08,2024-09-09,46.4,72,True,Resolved,2.0
CASE-016220,CUST-011010,ORD-0466407,Delivery Issue,Urgent,2024-09-08,,,8,False,Open,
CASE-016223,CUST-013077,ORD-0466472,Delivery Issue,High,2024-09-08,2024-09-08,7.3,24,True,Resolved,5.0
CASE-016224,CUST-025883,ORD-0466477,Delivery Issue,Urgent,2024-09-08,2024-09-08,6.4,8,True,Resolved,5.0
CASE-016228,CUST-020519,ORD-0466550,Delivery Issue,Medium,2024-09-08,2024-09-08,6.3,48,True,Resolved,5.0
CASE-016239,CUST-011466,ORD-0466892,Delivery Issue,Medium,2024-09-08,2024-09-10,53.3,48,False,Resolved,2.0
CASE-016240,CUST-031065,ORD-0466930,Delivery Issue,Urgent,2024-09-08,2024-09-08,8.8,8,False,Resolved,3.0
CASE-016241,CUST-000805,ORD-0466948,Delivery Issue,Low,2024-09-08,,,72,False,Escalated,
CASE-016249,CUST-013826,ORD-0467280,Delivery Issue,High,2024-09-08,2024-09-09,47.5,24,False,Resolved,2.0
CASE-016254,CUST-029272,ORD-0467424,Delivery Issue,Low,2024-09-08,2024-09-09,43.9,72,True,Resolved,5.0
CASE-016255,CUST-033147,ORD-0467506,Delivery Issue,Medium,2024-09-08,2024-09-09,32.8,48,True,Resolved,5.0
CASE-016256,CUST-002212,ORD-0467510,Delivery Issue,Urgent,2024-09-08,2024-09-08,1.1,8,True,Resolved,4.0
CASE-016261,CUST-035165,ORD-0467573,Delivery Issue,Urgent,2024-09-08,2024-09-08,1.6,8,True,Resolved,4.0
CASE-016262,CUST-019632,ORD-0467579,Delivery Issue,High,2024-09-08,2024-09-08,9.5,24,True,Resolved,5.0
CASE-016265,CUST-015028,ORD-0467687,Delivery Issue,Urgent,2024-09-08,2024-09-08,2.8,8,True,Resolved,3.0
CASE-016267,CUST-022811,ORD-0467716,Delivery Issue,Low,2024-09-08,2024-09-09,27.2,72,True,Resolved,4.0
CASE-041696,CUST-011457,ORD-0466158,Return Request,Medium,2024-09-08,2024-09-11,74.5,48,False,Resolved,3.0
CASE-041697,CUST-024819,ORD-0466164,Return Request,Medium,2024-09-08,2024-09-09,32.7,48,True,Resolved,4.0
CASE-041700,CUST-013913,ORD-0466208,Return Request,Low,2024-09-08,2024-09-09,30.7,72,True,Resolved,5.0
CASE-041704,CUST-033585,ORD-0466295,Return Request,Urgent,2024-09-08,2024-09-08,2.7,8,True,Resolved,5.0
CASE-041711,CUST-026764,ORD-0466576,Return Request,Low,2024-09-08,2024-09-11,89.5,72,False,Resolved,3.0
CASE-041713,CUST-006721,ORD-0466650,Return Request,Urgent,2024-09-08,2024-09-08,0.9,8,True,Resolved,3.0
CASE-041714,CUST-024656,ORD-0466726,Return Request,Medium,2024-09-08,2024-09-11,91.1,48,False,Resolved,3.0
CASE-041718,CUST-010541,ORD-0466794,Return Request,Low,2024-09-08,2024-09-09,45.9,72,True,Resolved,4.0
CASE-041723,CUST-027202,ORD-0466951,Return Request,Medium,2024-09-08,2024-09-09,32.9,48,True,Resolved,4.0
CASE-041724,CUST-010003,ORD-0466954,Return Request,Low,2024-09-08,2024-09-09,35.9,72,True,Resolved,4.0
CASE-041725,CUST-000275,ORD-0466996,Return Request,Low,2024-09-08,2024-09-09,39.2,72,True,Resolved,5.0
CASE-041726,CUST-012118,ORD-0466999,Return Request,Low,2024-09-08,2024-09-13,122.3,72,False,Resolved,4.0
CASE-041727,CUST-008932,ORD-0467015,Return Request,Low,2024-09-08,2024-09-13,141.5,72,False,Resolved,4.0
CASE-041731,CUST-014763,ORD-0467095,Return Request,High,2024-09-08,2024-09-08,18.5,24,True,Resolved,4.0
CASE-041733,CUST-013935,ORD-0467144,Return Request,Low,2024-09-08,2024-09-11,75.7,72,False,Resolved,4.0
CASE-041736,CUST-002091,ORD-0467286,Return Request,Low,2024-09-08,2024-09-09,35.7,72,True,Resolved,4.0
CASE-041737,CUST-033527,ORD-0467297,Return Request,Low,2024-09-08,2024-09-11,76.6,72,False,Resolved,3.0
CASE-041738,CUST-014299,ORD-0467318,Return Request,High,2024-09-08,2024-09-08,1.3,24,True,Resolved,3.0
CASE-041739,CUST-003739,ORD-0467329,Return Request,Low,2024-09-08,2024-09-09,28.7,72,True,Resolved,5.0
CASE-041746,CUST-030991,ORD-0467449,Return Request,High,2024-09-08,2024-09-09,27.3,24,False,Resolved,2.0
CASE-041749,CUST-020404,ORD-0467574,Return Request,Low,2024-09-08,2024-09-14,146.2,72,False,Resolved,3.0
CASE-041752,CUST-021152,ORD-0467652,Return Request,Medium,2024-09-08,,,48,False,Escalated,
CASE-041753,CUST-017788,ORD-0467709,Return Request,Medium,2024-09-08,2024-09-08,4.5,48,True,Resolved,5.0
CASE-041755,CUST-016730,ORD-0467740,Return Request,Low,2024-09-08,2024-09-10,56.1,72,True,Resolved,4.0
CASE-041757,CUST-025430,ORD-0467825,Return Request,High,2024-09-08,2024-09-09,29.6,24,False,Resolved,2.0
CASE-041758,CUST-007660,ORD-0467835,Return Request,High,2024-09-08,2024-09-08,23.4,24,True,Resolved,4.0
CASE-041763,CUST-028677,ORD-0467940,Return Request,Low,2024-09-08,2024-09-08,11.3,72,True,Resolved,4.0
CASE-041766,CUST-009079,ORD-0467991,Return Request,Medium,2024-09-08,,,48,False,Open,
CASE-041770,CUST-005080,ORD-0468054,Return Request,Low,2024-09-08,2024-09-10,56.2,72,True,Resolved,2.0
CASE-041775,CUST-035148,ORD-0468146,Return Request,Low,2024-09-08,,,72,False,Open,
CASE-041777,CUST-018578,ORD-0468148,Return Request,Medium,2024-09-08,2024-09-10,59.6,48,False,Resolved,3.0
CASE-041779,CUST-002332,ORD-0468158,Return Request,High,2024-09-08,2024-09-09,42.2,24,False,Resolved,2.0
CASE-041780,CUST-010115,ORD-0468174,Return Request,Low,2024-09-08,2024-09-08,10.3,72,True,Resolved,4.0
CASE-041783,CUST-002197,ORD-0468258,Return Request,Urgent,2024-09-08,2024-09-08,3.9,8,True,Resolved,5.0
CASE-041784,CUST-035286,ORD-0468267,Return Request,Low,2024-09-08,2024-09-10,48.2,72,True,Resolved,3.0
CASE-041785,CUST-005104,ORD-0468293,Return Request,Low,2024-09-08,2024-09-10,63.3,72,True,Resolved,5.0
CASE-041787,CUST-016550,ORD-0468343,Return Request,Medium,2024-09-08,2024-09-08,11.6,48,True,Resolved,3.0
CASE-041788,CUST-015365,ORD-0468344,Return Request,Medium,2024-09-08,2024-09-09,27.7,48,True,Resolved,3.0
CASE-041794,CUST-020323,ORD-0468590,Return Request,Low,2024-09-08,2024-09-08,12.4,72,True,Resolved,3.0
CASE-052071,CUST-010379,ORD-0460578,Product Defect,High,2024-09-08,2024-09-08,10.5,24,True,Resolved,4.0
CASE-052081,CUST-017098,ORD-0461327,Product Defect,Low,2024-09-08,2024-09-09,42.6,72,True,Resolved,4.0
CASE-052098,CUST-030950,ORD-0462776,Product Defect,Urgent,2024-09-08,,,8,False,Open,
CASE-052102,CUST-001431,ORD-0463080,Product Defect,Urgent,2024-09-08,2024-09-08,2.9,8,True,Resolved,4.0
CASE-052120,CUST-000726,ORD-0464339,Product Defect,Urgent,2024-09-08,2024-09-08,5.0,8,True,Resolved,4.0
CASE-052136,CUST-030582,ORD-0465741,Product Defect,Low,2024-09-08,2024-09-12,118.1,72,False,Resolved,3.0
CASE-052144,CUST-005866,ORD-0466196,Product Defect,Medium,2024-09-08,2024-09-09,25.5,48,True,Resolved,4.0
CASE-052159,CUST-004693,ORD-0467402,Product Defect,High,2024-09-08,2024-09-08,6.9,24,True,Resolved,3.0
CASE-052161,CUST-010876,ORD-0467417,Product Defect,Low,2024-09-08,2024-09-09,37.7,72,True,Resolved,5.0
CASE-056330,CUST-014502,ORD-0465757,Payment Issue,Low,2024-09-08,2024-09-09,37.4,72,True,Resolved,5.0
CASE-056332,CUST-030738,ORD-0465818,Payment Issue,High,2024-09-08,2024-09-09,37.6,24,False,Resolved,3.0
CASE-056335,CUST-020137,ORD-0466083,Payment Issue,Medium,2024-09-08,2024-09-08,17.0,48,True,Resolved,5.0
CASE-056336,CUST-005451,ORD-0466538,Payment Issue,High,2024-09-08,2024-09-08,11.3,24,True,Resolved,5.0
CASE-056345,CUST-003554,ORD-0468517,Payment Issue,Medium,2024-09-08,2024-09-08,2.2,48,True,Resolved,4.0
CASE-056346,CUST-024196,ORD-0468558,Payment Issue,Low,2024-09-08,2024-09-09,30.8,72,True,Resolved,4.0
CASE-057161,CUST-028956,,General Inquiry,High,2024-09-08,2024-09-09,29.2,24,False,Resolved,2.0
CASE-057278,CUST-016948,,General Inquiry,High,2024-09-08,2024-09-08,22.0,24,True,Resolved,5.0
CASE-057315,CUST-004339,,General Inquiry,Medium,2024-09-08,2024-09-09,36.6,48,True,Resolved,5.0
CASE-058530,CUST-008959,,General Inquiry,Low,2024-09-08,2024-09-09,30.7,72,True,Resolved,3.0
CASE-058637,CUST-013101,,General Inquiry,Medium,2024-09-08,2024-09-08,19.0,48,True,Resolved,4.0
CASE-059048,CUST-030419,,General Inquiry,Low,2024-09-08,2024-09-09,30.6,72,True,Resolved,5.0
CASE-059569,CUST-010077,,General Inquiry,Medium,2024-09-08,2024-09-09,38.1,48,True,Resolved,4.0
CASE-059580,CUST-020987,,General Inquiry,Medium,2024-09-08,,,48,False,Escalated,
CASE-060796,CUST-027045,,General Inquiry,Low,2024-09-08,2024-09-09,24.3,72,True,Resolved,5.0
CASE-061420,CUST-021035,,General Inquiry,Low,2024-09-08,2024-09-12,96.1,72,False,Resolved,2.0
CASE-062394,CUST-027711,,General Inquiry,Medium,2024-09-08,,,48,False,Open,
CASE-062923,CUST-016199,,General Inquiry,Medium,2024-09-08,2024-09-10,49.2,48,False,Resolved,3.0
CASE-063122,CUST-025541,,General Inquiry,Medium,2024-09-08,2024-09-08,18.2,48,True,Resolved,5.0
CASE-063185,CUST-015214,,General Inquiry,Medium,2024-09-08,2024-09-10,65.7,48,False,Resolved,3.0
CASE-063397,CUST-007559,,General Inquiry,Low,2024-09-08,2024-09-08,3.3,72,True,Resolved,4.0
CASE-063402,CUST-030319,,General Inquiry,Low,2024-09-08,2024-09-11,94.9,72,False,Resolved,4.0
CASE-063492,CUST-017954,,General Inquiry,Low,2024-09-08,2024-09-13,139.2,72,False,Resolved,3.0
CASE-064510,CUST-034312,,General Inquiry,High,2024-09-08,2024-09-09,30.2,24,False,Resolved,1.0
CASE-064528,CUST-007521,,General Inquiry,High,2024-09-08,2024-09-08,9.7,24,True,Resolved,5.0
CASE-065102,CUST-015203,,General Inquiry,Medium,2024-09-08,2024-09-09,46.2,48,True,Resolved,5.0
CASE-016184,CUST-027614,ORD-0465302,Delivery Issue,Medium,2024-09-09,2024-09-10,26.9,48,True,Resolved,5.0
CASE-016192,CUST-000933,ORD-0465557,Delivery Issue,Low,2024-09-09,2024-09-13,106.9,72,False,Resolved,3.0
CASE-016197,CUST-014258,ORD-0465751,Delivery Issue,High,2024-09-09,2024-09-09,5.9,24,True,Resolved,4.0
CASE-016203,CUST-029829,ORD-0465865,Delivery Issue,Low,2024-09-09,2024-09-12,75.1,72,False,Resolved,2.0
CASE-016207,CUST-028045,ORD-0465951,Delivery Issue,Urgent,2024-09-09,2024-09-09,3.4,8,True,Resolved,5.0
CASE-016209,CUST-028579,ORD-0466001,Delivery Issue,Medium,2024-09-09,2024-09-09,18.6,48,True,Resolved,3.0
CASE-016219,CUST-028850,ORD-0466397,Delivery Issue,Low,2024-09-09,2024-09-13,98.2,72,False,Resolved,3.0
CASE-016226,CUST-002909,ORD-0466522,Delivery Issue,Medium,2024-09-09,,,48,False,Escalated,
CASE-016229,CUST-011489,ORD-0466588,Delivery Issue,Low,2024-09-09,2024-09-12,90.5,72,False,Resolved,4.0
CASE-016233,CUST-015880,ORD-0466727,Delivery Issue,Medium,2024-09-09,2024-09-09,12.7,48,True,Resolved,5.0
CASE-016234,CUST-027037,ORD-0466757,Delivery Issue,Low,2024-09-09,,,72,False,Escalated,
CASE-016236,CUST-027532,ORD-0466867,Delivery Issue,Low,2024-09-09,2024-09-10,34.7,72,True,Resolved,4.0
CASE-016237,CUST-015501,ORD-0466881,Delivery Issue,Low,2024-09-09,2024-09-10,34.4,72,True,Resolved,5.0
CASE-016238,CUST-012708,ORD-0466891,Delivery Issue,Medium,2024-09-09,2024-09-10,26.2,48,True,Resolved,5.0
CASE-016243,CUST-004542,ORD-0467091,Delivery Issue,Low,2024-09-09,2024-09-10,40.8,72,True,Resolved,4.0
CASE-016246,CUST-011129,ORD-0467156,Delivery Issue,High,2024-09-09,2024-09-09,12.3,24,True,Resolved,5.0
CASE-016247,CUST-022661,ORD-0467206,Delivery Issue,High,2024-09-09,2024-09-09,4.6,24,True,Resolved,4.0
CASE-016252,CUST-002164,ORD-0467336,Delivery Issue,Medium,2024-09-09,2024-09-10,28.2,48,True,Resolved,4.0
CASE-016257,CUST-026432,ORD-0467516,Delivery Issue,Medium,2024-09-09,2024-09-11,52.6,48,False,Resolved,3.0
CASE-016263,CUST-021277,ORD-0467649,Delivery Issue,Low,2024-09-09,,,72,False,Escalated,
CASE-016264,CUST-022419,ORD-0467675,Delivery Issue,High,2024-09-09,2024-09-09,13.5,24,True,Resolved,3.0
CASE-016266,CUST-022651,ORD-0467700,Delivery Issue,Medium,2024-09-09,2024-09-10,46.5,48,True,Resolved,4.0
CASE-016271,CUST-008023,ORD-0467781,Delivery Issue,Medium,2024-09-09,2024-09-11,59.5,48,False,Resolved,3.0
CASE-016273,CUST-005451,ORD-0467889,Delivery Issue,Urgent,2024-09-09,2024-09-09,4.1,8,True,Resolved,5.0
CASE-016275,CUST-025336,ORD-0468019,Delivery Issue,Low,2024-09-09,2024-09-16,169.7,72,False,Resolved,4.0
CASE-016279,CUST-023970,ORD-0468135,Delivery Issue,Medium,2024-09-09,2024-09-10,32.0,48,True,Resolved,4.0
CASE-016281,CUST-015230,ORD-0468255,Delivery Issue,Medium,2024-09-09,2024-09-11,59.6,48,False,Resolved,3.0
CASE-016290,CUST-011071,ORD-0468537,Delivery Issue,High,2024-09-09,2024-09-10,27.4,24,False,Resolved,4.0
CASE-016292,CUST-007523,ORD-0468582,Delivery Issue,High,2024-09-09,2024-09-09,23.8,24,True,Resolved,5.0
CASE-041729,CUST-000801,ORD-0467054,Return Request,Medium,2024-09-09,2024-09-11,68.4,48,False,Resolved,5.0
CASE-041730,CUST-014467,ORD-0467088,Return Request,High,2024-09-09,2024-09-10,27.8,24,False,Resolved,4.0
CASE-041732,CUST-025144,ORD-0467126,Return Request,High,2024-09-09,2024-09-09,16.3,24,True,Resolved,4.0
CASE-041734,CUST-021811,ORD-0467247,Return Request,Urgent,2024-09-09,2024-09-09,2.8,8,True,Resolved,5.0
CASE-041740,CUST-014296,ORD-0467334,Return Request,Medium,2024-09-09,2024-09-10,24.4,48,True,Resolved,2.0
CASE-041741,CUST-011515,ORD-0467337,Return Request,Medium,2024-09-09,2024-09-10,27.4,48,True,Resolved,5.0
CASE-041742,CUST-016431,ORD-0467361,Return Request,Medium,2024-09-09,2024-09-09,18.9,48,True,Resolved,4.0
CASE-041743,CUST-022466,ORD-0467383,Return Request,High,2024-09-09,2024-09-09,13.7,24,True,Resolved,4.0
CASE-041748,CUST-030152,ORD-0467547,Return Request,Low,2024-09-09,2024-09-11,51.7,72,True,Resolved,5.0
CASE-041750,CUST-007061,ORD-0467585,Return Request,Urgent,2024-09-09,2024-09-09,5.9,8,True,Resolved,4.0
CASE-041754,CUST-017483,ORD-0467725,Return Request,Medium,2024-09-09,2024-09-11,71.6,48,False,Resolved,5.0
CASE-041756,CUST-004056,ORD-0467801,Return Request,High,2024-09-09,2024-09-10,46.0,24,False,Resolved,4.0
CASE-041759,CUST-034896,ORD-0467875,Return Request,Low,2024-09-09,,,72,False,Open,
CASE-041761,CUST-022251,ORD-0467915,Return Request,High,2024-09-09,2024-09-09,13.0,24,True,Resolved,5.0
CASE-041762,CUST-005254,ORD-0467929,Return Request,High,2024-09-09,2024-09-09,6.3,24,True,Resolved,4.0
CASE-041764,CUST-027669,ORD-0467944,Return Request,Medium,2024-09-09,2024-09-12,72.7,48,False,Resolved,2.0
CASE-041765,CUST-028048,ORD-0467948,Return Request,Low,2024-09-09,2024-09-11,59.6,72,True,Resolved,4.0
CASE-041771,CUST-034817,ORD-0468085,Return Request,Low,2024-09-09,2024-09-10,38.9,72,True,Resolved,4.0
CASE-041772,CUST-018394,ORD-0468098,Return Request,Medium,2024-09-09,2024-09-10,25.0,48,True,Resolved,4.0
CASE-041773,CUST-002793,ORD-0468116,Return Request,Low,2024-09-09,2024-09-10,46.6,72,True,Resolved,5.0
CASE-041774,CUST-015071,ORD-0468141,Return Request,Medium,2024-09-09,2024-09-10,41.9,48,True,Resolved,3.0
CASE-041776,CUST-032942,ORD-0468147,Return Request,Low,2024-09-09,2024-09-11,60.1,72,True,Resolved,4.0
CASE-041781,CUST-007218,ORD-0468232,Return Request,Urgent,2024-09-09,,,8,False,Open,
CASE-041789,CUST-029283,ORD-0468354,Return Request,Medium,2024-09-09,2024-09-09,20.1,48,True,Resolved,4.0
CASE-041790,CUST-014122,ORD-0468435,Return Request,Medium,2024-09-09,2024-09-11,60.5,48,False,Resolved,2.0
CASE-041793,CUST-016250,ORD-0468559,Return Request,High,2024-09-09,2024-09-09,14.2,24,True,Resolved,4.0
CASE-041795,CUST-014655,ORD-0468608,Return Request,Medium,2024-09-09,2024-09-11,59.2,48,False,Resolved,2.0
CASE-041801,CUST-006094,ORD-0468855,Return Request,Low,2024-09-09,2024-09-09,12.3,72,True,Resolved,4.0
CASE-041802,CUST-011230,ORD-0468893,Return Request,Medium,2024-09-09,2024-09-09,13.4,48,True,Resolved,3.0
CASE-041806,CUST-019658,ORD-0468996,Return Request,High,2024-09-09,2024-09-09,6.3,24,True,Resolved,5.0
CASE-041808,CUST-024099,ORD-0469077,Return Request,Low,2024-09-09,2024-09-11,55.3,72,True,Resolved,4.0
CASE-041812,CUST-009632,ORD-0469205,Return Request,High,2024-09-09,2024-09-09,8.8,24,True,Resolved,4.0
CASE-041813,CUST-010132,ORD-0469224,Return Request,Low,2024-09-09,2024-09-13,117.9,72,False,Resolved,4.0
CASE-041816,CUST-018208,ORD-0469267,Return Request,Medium,2024-09-09,2024-09-09,23.2,48,True,Resolved,3.0
CASE-041817,CUST-015827,ORD-0469331,Return Request,High,2024-09-09,2024-09-11,63.8,24,False,Resolved,2.0
CASE-052095,CUST-013145,ORD-0462645,Product Defect,Medium,2024-09-09,2024-09-10,35.6,48,True,Resolved,5.0
CASE-052101,CUST-031393,ORD-0463049,Product Defect,Urgent,2024-09-09,2024-09-09,10.3,8,False,Resolved,4.0
CASE-052105,CUST-029264,ORD-0463222,Product Defect,Low,2024-09-09,,,72,False,Open,
CASE-052107,CUST-012950,ORD-0463250,Product Defect,Urgent,2024-09-09,2024-09-09,8.9,8,False,Resolved,2.0
CASE-052108,CUST-032215,ORD-0463315,Product Defect,Low,2024-09-09,2024-09-13,98.8,72,False,Resolved,3.0
CASE-052110,CUST-015231,ORD-0463390,Product Defect,High,2024-09-09,2024-09-09,9.0,24,True,Resolved,5.0
CASE-052116,CUST-005765,ORD-0463923,Product Defect,High,2024-09-09,2024-09-09,10.4,24,True,Resolved,4.0
CASE-052119,CUST-030710,ORD-0464328,Product Defect,Medium,2024-09-09,2024-09-09,18.2,48,True,Resolved,4.0
CASE-052148,CUST-009221,ORD-0466619,Product Defect,High,2024-09-09,2024-09-09,19.1,24,True,Resolved,5.0
CASE-052163,CUST-024818,ORD-0467615,Product Defect,High,2024-09-09,2024-09-09,8.5,24,True,Resolved,5.0
CASE-052164,CUST-016569,ORD-0467622,Product Defect,Low,2024-09-09,2024-09-10,44.8,72,True,Resolved,5.0
CASE-052167,CUST-025430,ORD-0467825,Product Defect,High,2024-09-09,2024-09-09,10.0,24,True,Resolved,5.0
CASE-052168,CUST-012745,ORD-0468087,Product Defect,Low,2024-09-09,2024-09-09,18.5,72,True,Resolved,5.0
CASE-052176,CUST-001969,ORD-0468561,Product Defect,High,2024-09-09,2024-09-09,13.0,24,True,Resolved,3.0
CASE-056339,CUST-014006,ORD-0466849,Payment Issue,High,2024-09-09,2024-09-09,9.7,24,True,Resolved,5.0
CASE-056340,CUST-011983,ORD-0467580,Payment Issue,High,2024-09-09,2024-09-09,21.7,24,True,Resolved,4.0
CASE-056341,CUST-006547,ORD-0467673,Payment Issue,Low,2024-09-09,2024-09-10,28.9,72,True,Resolved,4.0
CASE-056342,CUST-019006,ORD-0467770,Payment Issue,High,2024-09-09,2024-09-09,14.6,24,True,Resolved,5.0
CASE-056344,CUST-003286,ORD-0468450,Payment Issue,Urgent,2024-09-09,2024-09-09,9.8,8,False,Resolved,5.0
CASE-056351,CUST-008927,ORD-0469159,Payment Issue,Low,2024-09-09,,,72,False,Open,
CASE-057689,CUST-000695,,General Inquiry,High,2024-09-09,2024-09-09,22.5,24,True,Resolved,5.0
CASE-058295,CUST-019921,,General Inquiry,Medium,2024-09-09,2024-09-10,37.2,48,True,Resolved,2.0
CASE-058685,CUST-013766,,General Inquiry,Medium,2024-09-09,2024-09-10,43.9,48,True,Resolved,3.0
CASE-060102,CUST-025088,,General Inquiry,Medium,2024-09-09,2024-09-11,54.2,48,False,Resolved,3.0
CASE-061182,CUST-018038,,General Inquiry,High,2024-09-09,2024-09-09,5.2,24,True,Resolved,2.0
CASE-061693,CUST-012666,,General Inquiry,Medium,2024-09-09,2024-09-10,28.0,48,True,Resolved,4.0
CASE-063667,CUST-034341,,General Inquiry,Urgent,2024-09-09,2024-09-09,4.9,8,True,Resolved,4.0
CASE-063793,CUST-035130,,General Inquiry,Medium,2024-09-09,2024-09-09,9.7,48,True,Resolved,4.0
