activity_id,regarding_type,regarding_id,activity_type,activity_date
ACT-0005776,Case,CASE-020694,Phone Call,2023-01-23
ACT-0005778,Case,CASE-020699,Phone Call,2023-01-23
ACT-0005783,Case,CASE-046581,Phone Call,2023-01-23
ACT-0005788,Case,CASE-046616,Phone Call,2023-01-23
ACT-0005790,Case,CASE-046617,Phone Call,2023-01-23
ACT-0005791,Case,CASE-053532,Phone Call,2023-01-23
ACT-0005800,Case,CASE-059654,Email,2023-01-23
ACT-0005802,Case,CASE-060479,Email,2023-01-23
ACT-0005804,Case,CASE-061505,Email,2023-01-23
ACT-0000059,Lead,LEAD-00026,Phone Call,2023-01-24
ACT-0000881,Lead,LEAD-00353,Email,2023-01-24
ACT-0002823,Opportunity,OPP-00234,Email,2023-01-24
ACT-0005622,Case,CASE-000317,Email,2023-01-24
ACT-0005624,Case,CASE-000318,Phone Call,2023-01-24
ACT-0005627,Case,CASE-000326,Phone Call,2023-01-24
ACT-0005638,Case,CASE-000362,Email,2023-01-24
ACT-0005641,Case,CASE-000375,Phone Call,2023-01-24
ACT-0005645,Case,CASE-020608,Email,2023-01-24
ACT-0005659,Case,CASE-020636,Email,2023-01-24
ACT-0005663,Case,CASE-020644,Phone Call,2023-01-24
ACT-0005678,Case,CASE-020682,Phone Call,2023-01-24
ACT-0005679,Case,CASE-020682,Phone Call,2023-01-24
ACT-0005681,Case,CASE-046582,Email,2023-01-24
ACT-0005685,Case,CASE-046588,Email,2023-01-24
ACT-0005689,Case,CASE-046603,Email,2023-01-24
ACT-0005694,Case,CASE-053528,Phone Call,2023-01-24
ACT-0005697,Case,CASE-053533,Email,2023-01-24
ACT-0005700,Case,CASE-053543,Phone Call,2023-01-24
ACT-0005701,Case,CASE-057932,Email,2023-01-24
ACT-0005705,Case,CASE-059034,Email,2023-01-24
ACT-0005709,Case,CASE-059980,Email,2023-01-24
ACT-0005716,Case,CASE-062483,Phone Call,2023-01-24
ACT-0005721,Case,CASE-064972,Email,2023-01-24
ACT-0005722,Case,CASE-064972,Phone Call,2023-01-24
ACT-0005730,Case,CASE-000343,Phone Call,2023-01-24
ACT-0005732,Case,CASE-000347,Phone Call,2023-01-24
ACT-0005733,Case,CASE-000350,Email,2023-01-24
ACT-0005737,Case,CASE-000357,Phone Call,2023-01-24
ACT-0005739,Case,CASE-000358,Phone Call,2023-01-24
ACT-0005750,Case,CASE-000388,Phone Call,2023-01-24
ACT-0005751,Case,CASE-000388,Email,2023-01-24
ACT-0005754,Case,CASE-020645,Phone Call,2023-01-24
ACT-0005762,Case,CASE-020655,Phone Call,2023-01-24
ACT-0005767,Case,CASE-020661,Phone Call,2023-01-24
ACT-0005768,Case,CASE-020663,Phone Call,2023-01-24
ACT-0005769,Case,CASE-020668,Phone Call,2023-01-24
ACT-0005770,Case,CASE-020670,Email,2023-01-24
ACT-0005781,Case,CASE-046576,Email,2023-01-24
ACT-0005782,Case,CASE-046576,Email,2023-01-24
ACT-0005784,Case,CASE-046591,Phone Call,2023-01-24
ACT-0005787,Case,CASE-046608,Phone Call,2023-01-24
ACT-0005794,Case,CASE-053540,Phone Call,2023-01-24
ACT-0005795,Case,CASE-053540,Phone Call,2023-01-24
ACT-0005797,Case,CASE-053544,Phone Call,2023-01-24
ACT-0005799,Case,CASE-059271,Phone Call,2023-01-24
ACT-0005803,Case,CASE-060479,Email,2023-01-24
ACT-0005815,Case,CASE-000371,Email,2023-01-24
ACT-0005819,Case,CASE-000400,Phone Call,2023-01-24
ACT-0005822,Case,CASE-020662,Email,2023-01-24
ACT-0005825,Case,CASE-020666,Phone Call,2023-01-24
ACT-0005828,Case,CASE-020671,Email,2023-01-24
ACT-0005834,Case,CASE-020681,Phone Call,2023-01-24
ACT-0005836,Case,CASE-020685,Phone Call,2023-01-24
ACT-0005839,Case,CASE-020686,Email,2023-01-24
ACT-0005840,Case,CASE-020690,Email,2023-01-24
ACT-0005841,Case,CASE-020690,Email,2023-01-24
ACT-0005846,Case,CASE-020708,Phone Call,2023-01-24
ACT-0005848,Case,CASE-020722,Phone Call,2023-01-24
ACT-0005849,Case,CASE-020722,Phone Call,2023-01-24
ACT-0005851,Case,CASE-020723,Phone Call,2023-01-24
ACT-0005857,Case,CASE-046599,Email,2023-01-24
ACT-0005858,Case,CASE-046620,Phone Call,2023-01-24
ACT-0005869,Case,CASE-058568,Phone Call,2023-01-24
ACT-0005874,Case,CASE-059060,Phone Call,2023-01-24
ACT-0005875,Case,CASE-059060,Phone Call,2023-01-24
ACT-0005878,Case,CASE-060545,Email,2023-01-24
ACT-0005879,Case,CASE-060706,Email,2023-01-24
ACT-0005889,Case,CASE-064968,Email,2023-01-24
ACT-0005891,Case,CASE-065358,Email,2023-01-24
ACT-0001893,Opportunity,OPP-00002,Task,2023-01-25
ACT-0002117,Opportunity,OPP-00059,Task,2023-01-25
ACT-0002856,Opportunity,OPP-00242,Email,2023-01-25
ACT-0005725,Case,CASE-000324,Phone Call,2023-01-25
ACT-0005727,Case,CASE-000330,Phone Call,2023-01-25
ACT-0005728,Case,CASE-000338,Email,2023-01-25
ACT-0005731,Case,CASE-000347,Phone Call,2023-01-25
ACT-0005734,Case,CASE-000350,Email,2023-01-25
ACT-0005735,Case,CASE-000354,Phone Call,2023-01-25
ACT-0005736,Case,CASE-000356,Phone Call,2023-01-25
ACT-0005741,Case,CASE-000363,Email,2023-01-25
ACT-0005743,Case,CASE-000373,Phone Call,2023-01-25
ACT-0005746,Case,CASE-000376,Email,2023-01-25
ACT-0005748,Case,CASE-000378,Email,2023-01-25
ACT-0005749,Case,CASE-000384,Phone Call,2023-01-25
ACT-0005753,Case,CASE-020640,Phone Call,2023-01-25
ACT-0005755,Case,CASE-020646,Email,2023-01-25
ACT-0005757,Case,CASE-020649,Email,2023-01-25
ACT-0005758,Case,CASE-020650,Email,2023-01-25
ACT-0005759,Case,CASE-020650,Email,2023-01-25
ACT-0005763,Case,CASE-020655,Email,2023-01-25
ACT-0005765,Case,CASE-020656,Phone Call,2023-01-25
ACT-0005772,Case,CASE-020684,Phone Call,2023-01-25
ACT-0005773,Case,CASE-020688,Email,2023-01-25
ACT-0005775,Case,CASE-020694,Email,2023-01-25
ACT-0005777,Case,CASE-020699,Email,2023-01-25
ACT-0005779,Case,CASE-020700,Email,2023-01-25
ACT-0005780,Case,CASE-020701,Phone Call,2023-01-25
ACT-0005785,Case,CASE-046591,Email,2023-01-25
ACT-0005786,Case,CASE-046608,Phone Call,2023-01-25
ACT-0005789,Case,CASE-046616,Phone Call,2023-01-25
ACT-0005792,Case,CASE-053537,Phone Call,2023-01-25
ACT-0005793,Case,CASE-053537,Phone Call,2023-01-25
ACT-0005796,Case,CASE-053544,Email,2023-01-25
ACT-0005798,Case,CASE-053546,Phone Call,2023-01-25
ACT-0005801,Case,CASE-059654,Phone Call,2023-01-25
ACT-0005805,Case,CASE-061505,Email,2023-01-25
ACT-0005807,Case,CASE-000340,Phone Call,2023-01-25
ACT-0005810,Case,CASE-000355,Phone Call,2023-01-25
ACT-0005812,Case,CASE-000366,Phone Call,2023-01-25
ACT-0005813,Case,CASE-000366,Email,2023-01-25
ACT-0005816,Case,CASE-000383,Phone Call,2023-01-25
ACT-0005817,Case,CASE-000393,Phone Call,2023-01-25
ACT-0005821,Case,CASE-020662,Email,2023-01-25
ACT-0005823,Case,CASE-020665,Phone Call,2023-01-25
ACT-0005824,Case,CASE-020666,Phone Call,2023-01-25
ACT-0005826,Case,CASE-020667,Phone Call,2023-01-25
ACT-0005827,Case,CASE-020669,Phone Call,2023-01-25
ACT-0005829,Case,CASE-020672,Phone Call,2023-01-25
ACT-0005830,Case,CASE-020675,Phone Call,2023-01-25
ACT-0005831,Case,CASE-020678,Email,2023-01-25
ACT-0005833,Case,CASE-020679,Email,2023-01-25
ACT-0005835,Case,CASE-020683,Email,2023-01-25
ACT-0005842,Case,CASE-020697,Email,2023-01-25
ACT-0005843,Case,CASE-020697,Phone Call,2023-01-25
ACT-0005847,Case,CASE-020720,Email,2023-01-25
ACT-0005850,Case,CASE-020723,Phone Call,2023-01-25
ACT-0005852,Case,CASE-020724,Email,2023-01-25
ACT-0005853,Case,CASE-020724,Email,2023-01-25
ACT-0005854,Case,CASE-046575,Email,2023-01-25
ACT-0005855,Case,CASE-046575,Email,2023-01-25
ACT-0005859,Case,CASE-046620,Phone Call,2023-01-25
ACT-0005860,Case,CASE-046621,Email,2023-01-25
ACT-0005863,Case,CASE-053539,Phone Call,2023-01-25
ACT-0005866,Case,CASE-058539,Email,2023-01-25
ACT-0005867,Case,CASE-058539,Phone Call,2023-01-25
ACT-0005873,Case,CASE-058668,Phone Call,2023-01-25
ACT-0005876,Case,CASE-059826,Phone Call,2023-01-25
ACT-0005885,Case,CASE-063332,Email,2023-01-25
ACT-0005886,Case,CASE-063870,Phone Call,2023-01-25
ACT-0005887,Case,CASE-064140,Phone Call,2023-01-25
ACT-0005894,Case,CASE-000365,Phone Call,2023-01-25
ACT-0005897,Case,CASE-000368,Phone Call,2023-01-25
ACT-0005898,Case,CASE-000368,Email,2023-01-25
ACT-0005901,Case,CASE-000370,Phone Call,2023-01-25
ACT-0005909,Case,CASE-000381,Phone Call,2023-01-25
ACT-0005911,Case,CASE-000385,Email,2023-01-25
ACT-0005915,Case,CASE-000390,Phone Call,2023-01-25
ACT-0005919,Case,CASE-000398,Email,2023-01-25
ACT-0005929,Case,CASE-000419,Email,2023-01-25
ACT-0005931,Case,CASE-020687,Email,2023-01-25
ACT-0005933,Case,CASE-020689,Phone Call,2023-01-25
ACT-0005934,Case,CASE-020691,Phone Call,2023-01-25
ACT-0005944,Case,CASE-020702,Phone Call,2023-01-25
ACT-0005945,Case,CASE-020703,Email,2023-01-25
ACT-0005947,Case,CASE-020704,Phone Call,2023-01-25
ACT-0005948,Case,CASE-020707,Phone Call,2023-01-25
ACT-0005949,Case,CASE-020710,Phone Call,2023-01-25
ACT-0005951,Case,CASE-020713,Phone Call,2023-01-25
ACT-0005956,Case,CASE-020717,Email,2023-01-25
ACT-0005957,Case,CASE-020717,Phone Call,2023-01-25
ACT-0005962,Case,CASE-020726,Email,2023-01-25
ACT-0005963,Case,CASE-020727,Phone Call,2023-01-25
ACT-0005981,Case,CASE-053545,Phone Call,2023-01-25
ACT-0005983,Case,CASE-053551,Email,2023-01-25
ACT-0005984,Case,CASE-053553,Email,2023-01-25
ACT-0005986,Case,CASE-053554,Phone Call,2023-01-25
ACT-0005988,Case,CASE-058073,Phone Call,2023-01-25
ACT-0005992,Case,CASE-059054,Email,2023-01-25
ACT-0005993,Case,CASE-059054,Phone Call,2023-01-25
ACT-0005997,Case,CASE-061581,Phone Call,2023-01-25
ACT-0005998,Case,CASE-062016,Email,2023-01-25
ACT-0006002,Case,CASE-062858,Email,2023-01-25
ACT-0006004,Case,CASE-063833,Phone Call,2023-01-25
ACT-0006008,Case,CASE-064701,Phone Call,2023-01-25
ACT-0006009,Case,CASE-065558,Phone Call,2023-01-25
ACT-0000149,Lead,LEAD-00057,Task,2023-01-26
ACT-0000601,Lead,LEAD-00242,Task,2023-01-26
ACT-0000789,Lead,LEAD-00314,Phone Call,2023-01-26
ACT-0001012,Lead,LEAD-00412,Phone Call,2023-01-26
ACT-0005806,Case,CASE-000340,Email,2023-01-26
ACT-0005808,Case,CASE-000346,Phone Call,2023-01-26
ACT-0005809,Case,CASE-000346,Phone Call,2023-01-26
ACT-0005811,Case,CASE-000359,Phone Call,2023-01-26
ACT-0005814,Case,CASE-000371,Email,2023-01-26
ACT-0005818,Case,CASE-000397,Phone Call,2023-01-26
ACT-0005820,Case,CASE-020660,Phone Call,2023-01-26
ACT-0005832,Case,CASE-020679,Phone Call,2023-01-26
ACT-0005837,Case,CASE-020685,Phone Call,2023-01-26
ACT-0005838,Case,CASE-020686,Phone Call,2023-01-26
ACT-0005844,Case,CASE-020705,Email,2023-01-26
ACT-0005845,Case,CASE-020705,Phone Call,2023-01-26
ACT-0005856,Case,CASE-046599,Email,2023-01-26
ACT-0005861,Case,CASE-053536,Email,2023-01-26
ACT-0005862,Case,CASE-053536,Phone Call,2023-01-26
ACT-0005864,Case,CASE-053539,Phone Call,2023-01-26
ACT-0005865,Case,CASE-057194,Phone Call,2023-01-26
ACT-0005868,Case,CASE-058568,Email,2023-01-26
ACT-0005870,Case,CASE-058629,Phone Call,2023-01-26
ACT-0005871,Case,CASE-058629,Phone Call,2023-01-26
ACT-0005872,Case,CASE-058668,Email,2023-01-26
ACT-0005877,Case,CASE-060394,Email,2023-01-26
ACT-0005880,Case,CASE-060706,Email,2023-01-26
ACT-0005881,Case,CASE-060911,Phone Call,2023-01-26
ACT-0005882,Case,CASE-062072,Phone Call,2023-01-26
ACT-0005883,Case,CASE-062072,Phone Call,2023-01-26
ACT-0005884,Case,CASE-063332,Email,2023-01-26
ACT-0005888,Case,CASE-064140,Phone Call,2023-01-26
ACT-0005890,Case,CASE-065358,Email,2023-01-26
ACT-0005893,Case,CASE-000360,Phone Call,2023-01-26
ACT-0005895,Case,CASE-000367,Phone Call,2023-01-26
ACT-0005896,Case,CASE-000367,Email,2023-01-26
ACT-0005899,Case,CASE-000369,Phone Call,2023-01-26
ACT-0005900,Case,CASE-000369,Email,2023-01-26
ACT-0005903,Case,CASE-000372,Email,2023-01-26
ACT-0005904,Case,CASE-000372,Phone Call,2023-01-26
ACT-0005906,Case,CASE-000377,Email,2023-01-26
ACT-0005908,Case,CASE-000379,Phone Call,2023-01-26
ACT-0005910,Case,CASE-000381,Phone Call,2023-01-26
ACT-0005912,Case,CASE-000385,Phone Call,2023-01-26
ACT-0005913,Case,CASE-000386,Phone Call,2023-01-26
ACT-0005916,Case,CASE-000390,Phone Call,2023-01-26
ACT-0005917,Case,CASE-000391,Email,2023-01-26
ACT-0005924,Case,CASE-000415,Email,2023-01-26
ACT-0005928,Case,CASE-000419,Phone Call,2023-01-26
ACT-0005935,Case,CASE-020693,Email,2023-01-26
ACT-0005937,Case,CASE-020695,Phone Call,2023-01-26
ACT-0005941,Case,CASE-020698,Email,2023-01-26
ACT-0005943,Case,CASE-020702,Phone Call,2023-01-26
ACT-0005946,Case,CASE-020703,Phone Call,2023-01-26
ACT-0005950,Case,CASE-020712,Email,2023-01-26
ACT-0005952,Case,CASE-020714,Phone Call,2023-01-26
ACT-0005953,Case,CASE-020714,Phone Call,2023-01-26
ACT-0005959,Case,CASE-020721,Phone Call,2023-01-26
ACT-0005961,Case,CASE-020726,Email,2023-01-26
ACT-0005964,Case,CASE-020729,Phone Call,2023-01-26
ACT-0005966,Case,CASE-046578,Email,2023-01-26
ACT-0005967,Case,CASE-046579,Email,2023-01-26
ACT-0005971,Case,CASE-046595,Phone Call,2023-01-26
ACT-0005972,Case,CASE-046598,Phone Call,2023-01-26
ACT-0005973,Case,CASE-046598,Email,2023-01-26
ACT-0005974,Case,CASE-046635,Phone Call,2023-01-26
ACT-0005978,Case,CASE-053542,Phone Call,2023-01-26
ACT-0005980,Case,CASE-053545,Email,2023-01-26
ACT-0005985,Case,CASE-053553,Phone Call,2023-01-26
ACT-0005987,Case,CASE-057610,Email,2023-01-26
ACT-0005990,Case,CASE-058623,Phone Call,2023-01-26
ACT-0005991,Case,CASE-058623,Phone Call,2023-01-26
ACT-0005995,Case,CASE-060551,Phone Call,2023-01-26
ACT-0005996,Case,CASE-061581,Phone Call,2023-01-26
ACT-0005999,Case,CASE-062079,Phone Call,2023-01-26
ACT-0006001,Case,CASE-062389,Email,2023-01-26
ACT-0006005,Case,CASE-064245,Email,2023-01-26
ACT-0006006,Case,CASE-064431,Phone Call,2023-01-26
ACT-0006016,Case,CASE-000392,Email,2023-01-26
ACT-0006018,Case,CASE-000396,Phone Call,2023-01-26
ACT-0006019,Case,CASE-000409,Email,2023-01-26
ACT-0006023,Case,CASE-000411,Email,2023-01-26
ACT-0006024,Case,CASE-000413,Email,2023-01-26
ACT-0006025,Case,CASE-000417,Phone Call,2023-01-26
ACT-0006026,Case,CASE-000417,Email,2023-01-26
ACT-0006028,Case,CASE-000424,Phone Call,2023-01-26
ACT-0006035,Case,CASE-000442,Email,2023-01-26
ACT-0006037,Case,CASE-020706,Email,2023-01-26
ACT-0006044,Case,CASE-020725,Phone Call,2023-01-26
ACT-0006048,Case,CASE-020732,Email,2023-01-26
ACT-0006053,Case,CASE-020740,Email,2023-01-26
ACT-0006054,Case,CASE-020741,Email,2023-01-26
ACT-0006056,Case,CASE-020742,Email,2023-01-26
ACT-0006062,Case,CASE-020753,Email,2023-01-26
ACT-0006066,Case,CASE-020757,Phone Call,2023-01-26
ACT-0006070,Case,CASE-020766,Phone Call,2023-01-26
ACT-0006071,Case,CASE-020770,Phone Call,2023-01-26
ACT-0006072,Case,CASE-020772,Phone Call,2023-01-26
ACT-0006073,Case,CASE-046584,Phone Call,2023-01-26
ACT-0006078,Case,CASE-046612,Email,2023-01-26
ACT-0006081,Case,CASE-046626,Email,2023-01-26
ACT-0006084,Case,CASE-053547,Phone Call,2023-01-26
ACT-0006091,Case,CASE-053559,Email,2023-01-26
ACT-0006094,Case,CASE-053562,Phone Call,2023-01-26
ACT-0006095,Case,CASE-057518,Email,2023-01-26
ACT-0006098,Case,CASE-059005,Phone Call,2023-01-26
ACT-0006100,Case,CASE-060186,Phone Call,2023-01-26
ACT-0006101,Case,CASE-060275,Phone Call,2023-01-26
ACT-0006107,Case,CASE-061469,Phone Call,2023-01-26
ACT-0006110,Case,CASE-063819,Email,2023-01-26
ACT-0006111,Case,CASE-063819,Phone Call,2023-01-26
ACT-0006113,Case,CASE-064793,Phone Call,2023-01-26
ACT-0006116,Case,CASE-065668,Email,2023-01-26
ACT-0002821,Opportunity,OPP-00234,Phone Call,2023-01-27
ACT-0002857,Opportunity,OPP-00242,Email,2023-01-27
ACT-0003766,Opportunity,OPP-00469,Phone Call,2023-01-27
ACT-0005892,Case,CASE-000360,Email,2023-01-27
ACT-0005902,Case,CASE-000370,Phone Call,2023-01-27
ACT-0005905,Case,CASE-000377,Email,2023-01-27
ACT-0005907,Case,CASE-000379,Email,2023-01-27
ACT-0005914,Case,CASE-000387,Phone Call,2023-01-27
ACT-0005918,Case,CASE-000398,Phone Call,2023-01-27
ACT-0005920,Case,CASE-000408,Email,2023-01-27
ACT-0005921,Case,CASE-000408,Phone Call,2023-01-27
ACT-0005922,Case,CASE-000412,Phone Call,2023-01-27
ACT-0005923,Case,CASE-000414,Phone Call,2023-01-27
ACT-0005925,Case,CASE-000415,Email,2023-01-27
ACT-0005926,Case,CASE-000416,Phone Call,2023-01-27
ACT-0005927,Case,CASE-000416,Email,2023-01-27
ACT-0005930,Case,CASE-000420,Phone Call,2023-01-27
ACT-0005932,Case,CASE-020687,Email,2023-01-27
ACT-0005936,Case,CASE-020693,Phone Call,2023-01-27
ACT-0005938,Case,CASE-020695,Phone Call,2023-01-27
ACT-0005939,Case,CASE-020696,Email,2023-01-27
ACT-0005940,Case,CASE-020696,Email,2023-01-27
ACT-0005942,Case,CASE-020698,Email,2023-01-27
ACT-0005954,Case,CASE-020716,Email,2023-01-27
ACT-0005955,Case,CASE-020716,Phone Call,2023-01-27
ACT-0005958,Case,CASE-020719,Phone Call,2023-01-27
ACT-0005960,Case,CASE-020721,Phone Call,2023-01-27
ACT-0005965,Case,CASE-020743,Phone Call,2023-01-27
ACT-0005968,Case,CASE-046593,Email,2023-01-27
ACT-0005969,Case,CASE-046593,Email,2023-01-27
ACT-0005970,Case,CASE-046595,Phone Call,2023-01-27
ACT-0005975,Case,CASE-046635,Email,2023-01-27
ACT-0005976,Case,CASE-053541,Phone Call,2023-01-27
ACT-0005977,Case,CASE-053541,Email,2023-01-27
ACT-0005979,Case,CASE-053542,Email,2023-01-27
ACT-0005982,Case,CASE-053551,Phone Call,2023-01-27
ACT-0005989,Case,CASE-058073,Phone Call,2023-01-27
ACT-0005994,Case,CASE-060551,Email,2023-01-27
ACT-0006000,Case,CASE-062389,Phone Call,2023-01-27
ACT-0006003,Case,CASE-063833,Phone Call,2023-01-27
ACT-0006007,Case,CASE-064431,Phone Call,2023-01-27
ACT-0006010,Case,CASE-000380,Phone Call,2023-01-27
ACT-0006011,Case,CASE-000380,Email,2023-01-27
ACT-0006017,Case,CASE-000396,Email,2023-01-27
ACT-0006020,Case,CASE-000410,Phone Call,2023-01-27
ACT-0006021,Case,CASE-000410,Phone Call,2023-01-27
ACT-0006027,Case,CASE-000423,Phone Call,2023-01-27
ACT-0006029,Case,CASE-000425,Phone Call,2023-01-27
ACT-0006030,Case,CASE-000425,Email,2023-01-27
ACT-0006031,Case,CASE-000429,Email,2023-01-27
ACT-0006034,Case,CASE-000434,Phone Call,2023-01-27
ACT-0006036,Case,CASE-000442,Email,2023-01-27
ACT-0006038,Case,CASE-020706,Phone Call,2023-01-27
ACT-0006040,Case,CASE-020711,Phone Call,2023-01-27
ACT-0006041,Case,CASE-020715,Phone Call,2023-01-27
ACT-0006045,Case,CASE-020725,Email,2023-01-27
ACT-0006046,Case,CASE-020730,Email,2023-01-27
ACT-0006049,Case,CASE-020732,Email,2023-01-27
ACT-0006050,Case,CASE-020733,Phone Call,2023-01-27
ACT-0006059,Case,CASE-020748,Email,2023-01-27
ACT-0006060,Case,CASE-020748,Email,2023-01-27
ACT-0006061,Case,CASE-020753,Email,2023-01-27
ACT-0006064,Case,CASE-020754,Email,2023-01-27
ACT-0006065,Case,CASE-020755,Email,2023-01-27
ACT-0006067,Case,CASE-020758,Phone Call,2023-01-27
ACT-0006068,Case,CASE-020758,Email,2023-01-27
ACT-0006069,Case,CASE-020766,Email,2023-01-27
ACT-0006074,Case,CASE-046589,Email,2023-01-27
ACT-0006076,Case,CASE-046590,Email,2023-01-27
ACT-0006077,Case,CASE-046612,Phone Call,2023-01-27
ACT-0006079,Case,CASE-046625,Phone Call,2023-01-27
ACT-0006080,Case,CASE-046625,Phone Call,2023-01-27
ACT-0006082,Case,CASE-046641,Phone Call,2023-01-27
ACT-0006086,Case,CASE-053550,Email,2023-01-27
ACT-0006089,Case,CASE-053558,Email,2023-01-27
ACT-0006090,Case,CASE-053558,Email,2023-01-27
ACT-0006092,Case,CASE-053561,Phone Call,2023-01-27
ACT-0006093,Case,CASE-053561,Phone Call,2023-01-27
ACT-0006103,Case,CASE-060840,Phone Call,2023-01-27
ACT-0006104,Case,CASE-060861,Phone Call,2023-01-27
ACT-0006108,Case,CASE-061487,Email,2023-01-27
ACT-0006109,Case,CASE-063219,Email,2023-01-27
ACT-0006112,Case,CASE-064793,Email,2023-01-27
ACT-0006114,Case,CASE-065293,Email,2023-01-27
ACT-0006115,Case,CASE-065552,Email,2023-01-27
ACT-0006120,Case,CASE-000395,Phone Call,2023-01-27
ACT-0006121,Case,CASE-000395,Phone Call,2023-01-27
ACT-0006122,Case,CASE-000399,Email,2023-01-27
ACT-0006130,Case,CASE-000407,Email,2023-01-27
ACT-0006133,Case,CASE-000431,Phone Call,2023-01-27
ACT-0006135,Case,CASE-000433,Email,2023-01-27
ACT-0006140,Case,CASE-000443,Email,2023-01-27
ACT-0006141,Case,CASE-000452,Email,2023-01-27
ACT-0006146,Case,CASE-000463,Email,2023-01-27
ACT-0006150,Case,CASE-020735,Email,2023-01-27
ACT-0006153,Case,CASE-020737,Phone Call,2023-01-27
ACT-0006154,Case,CASE-020738,Phone Call,2023-01-27
ACT-0006155,Case,CASE-020739,Email,2023-01-27
ACT-0006159,Case,CASE-020759,Phone Call,2023-01-27
ACT-0006166,Case,CASE-020769,Phone Call,2023-01-27
ACT-0006173,Case,CASE-020783,Phone Call,2023-01-27
ACT-0006176,Case,CASE-020790,Email,2023-01-27
ACT-0006179,Case,CASE-020800,Email,2023-01-27
ACT-0006180,Case,CASE-020802,Phone Call,2023-01-27
ACT-0006182,Case,CASE-046596,Phone Call,2023-01-27
ACT-0006184,Case,CASE-046611,Email,2023-01-27
ACT-0006185,Case,CASE-046611,Phone Call,2023-01-27
ACT-0006186,Case,CASE-046615,Phone Call,2023-01-27
ACT-0006189,Case,CASE-046622,Phone Call,2023-01-27
ACT-0006194,Case,CASE-053548,Email,2023-01-27
ACT-0006200,Case,CASE-053556,Phone Call,2023-01-27
ACT-0006205,Case,CASE-053566,Phone Call,2023-01-27
ACT-0006206,Case,CASE-057157,Email,2023-01-27
ACT-0006211,Case,CASE-059505,Email,2023-01-27
ACT-0006212,Case,CASE-059869,Phone Call,2023-01-27
ACT-0006214,Case,CASE-060166,Email,2023-01-27
ACT-0006215,Case,CASE-060213,Phone Call,2023-01-27
ACT-0006217,Case,CASE-060792,Phone Call,2023-01-27
ACT-0006218,Case,CASE-061065,Email,2023-01-27
ACT-0006223,Case,CASE-065141,Phone Call,2023-01-27
ACT-0001606,Lead,LEAD-00644,Email,2023-01-28
ACT-0001913,Opportunity,OPP-00006,Email,2023-01-28
ACT-0002118,Opportunity,OPP-00059,Email,2023-01-28
ACT-0002819,Opportunity,OPP-00234,Phone Call,2023-01-28
ACT-0006012,Case,CASE-000382,Phone Call,2023-01-28
ACT-0006013,Case,CASE-000382,Phone Call,2023-01-28
ACT-0006014,Case,CASE-000389,Email,2023-01-28
ACT-0006015,Case,CASE-000392,Phone Call,2023-01-28
ACT-0006022,Case,CASE-000411,Email,2023-01-28
ACT-0006032,Case,CASE-000430,Phone Call,2023-01-28
ACT-0006033,Case,CASE-000430,Phone Call,2023-01-28
ACT-0006039,Case,CASE-020709,Phone Call,2023-01-28
ACT-0006042,Case,CASE-020715,Phone Call,2023-01-28
ACT-0006043,Case,CASE-020718,Phone Call,2023-01-28
ACT-0006047,Case,CASE-020731,Email,2023-01-28
ACT-0006051,Case,CASE-020733,Phone Call,2023-01-28
ACT-0006052,Case,CASE-020740,Phone Call,2023-01-28
ACT-0006055,Case,CASE-020742,Email,2023-01-28
ACT-0006057,Case,CASE-020747,Email,2023-01-28
ACT-0006058,Case,CASE-020747,Phone Call,2023-01-28
ACT-0006063,Case,CASE-020754,Phone Call,2023-01-28
ACT-0006075,Case,CASE-046589,Email,2023-01-28
ACT-0006083,Case,CASE-046641,Phone Call,2023-01-28
ACT-0006085,Case,CASE-053547,Email,2023-01-28
ACT-0006087,Case,CASE-053552,Phone Call,2023-01-28
ACT-0006088,Case,CASE-053552,Email,2023-01-28
ACT-0006096,Case,CASE-058515,Phone Call,2023-01-28
ACT-0006097,Case,CASE-058515,Email,2023-01-28
ACT-0006099,Case,CASE-059005,Phone Call,2023-01-28
ACT-0006102,Case,CASE-060275,Email,2023-01-28
ACT-0006105,Case,CASE-060861,Phone Call,2023-01-28
ACT-0006106,Case,CASE-061469,Email,2023-01-28
ACT-0006117,Case,CASE-065668,Phone Call,2023-01-28
ACT-0006118,Case,CASE-000394,Email,2023-01-28
ACT-0006124,Case,CASE-000401,Phone Call,2023-01-28
ACT-0006125,Case,CASE-000401,Phone Call,2023-01-28
ACT-0006126,Case,CASE-000402,Email,2023-01-28
ACT-0006127,Case,CASE-000402,Email,2023-01-28
ACT-0006129,Case,CASE-000406,Email,2023-01-28
ACT-0006132,Case,CASE-000431,Email,2023-01-28
ACT-0006136,Case,CASE-000437,Phone Call,2023-01-28
ACT-0006139,Case,CASE-000443,Email,2023-01-28
ACT-0006143,Case,CASE-000454,Phone Call,2023-01-28
ACT-0006147,Case,CASE-020728,Phone Call,2023-01-28
ACT-0006151,Case,CASE-020735,Email,2023-01-28
ACT-0006152,Case,CASE-020736,Email,2023-01-28
ACT-0006156,Case,CASE-020750,Email,2023-01-28
ACT-0006157,Case,CASE-020752,Phone Call,2023-01-28
ACT-0006160,Case,CASE-020759,Phone Call,2023-01-28
ACT-0006164,Case,CASE-020768,Phone Call,2023-01-28
ACT-0006167,Case,CASE-020771,Phone Call,2023-01-28
